
HOT_ID	Domain	Phylum	Class	Order	Family	Genus	Species	Status	Warning	Type_strain	16S_rRNA	Clone_count	Clone_%	Clone_rank	Synonyms	NCBI_taxon_id	NCBI_pubmed_count	NCBI_nucleotide_count	NCBI_protein_count	Genome_ID	General_info	Cultivability	Phenotypic_characteristics	Prevalence	Disease	References
158	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	rogosae			DSM 18960|CCUG 54233|CF100	EF108443|GQ422725	39	0.11	146	 Oral Strain F0412 |Oral Clone BI029 |  Veillonella sp. oral taxon 158					SEQF1698	Veillonella sp. oral taxon 158 strain F0412 was identified as Veillonella rogosae through 99.9% similarity of the rpoB gene&nbsp;to that of the type strain CF100.&nbsp; 16S rRNA genes also agree, but Beighton&#39;s six 16S rRNA V. rogosae reference sequences are unfortunately short and un-informative.&nbsp; The genome for strain F0412 available as AENU00000000.&nbsp; The genome link above may be unavailable until the genome sequence is renamed from Veillonella sp. oral taxon 158 to Veillonella rogosae at NCBI.&nbsp; (11/01/2012)					
160	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	dispar				X84006	848	2.43	5	Veillonella alcalescens					SEQF1159|SEQF2633	N/A					
161	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	parvula			ATCC 10790	AF366266|AF287782|AF287781|X84005	2305	6.61	1	Micrococcus gazogenes|Micrococcus lactilyticus|Veillonella gazogenes|Staphylococcus parvulus|Veillonella alcalescens					SEQF1058|SEQF2364|SEQF2244|SEQF1496|SEQF2564	Type species of the genus.&nbsp;&nbsp;Phylogentically indistinguishable to V. dispar.&nbsp; 	Nonhemolytic o&shy;n Blood agar.&nbsp; Distinctive colony (1-3 mm) morphology, e.g., lens-, diamond- or heart-shaped, when grown o&shy;n lactate agar media.&nbsp;&nbsp;&nbsp;Smooth, entire and grayish white in appearance. [7]	Anaerobic, Gram negative coccus (~0.4 um in diameter), usually in pairs.&nbsp;&nbsp;&nbsp; Lactate, pyruvate, malate, fumarate and oxaloacetate can be fermented, however&nbsp;carbohydrates are not.&nbsp;&nbsp; CO2 is required for growth.&nbsp; Lactate is fermented to acetate, propionate, CO2, and H2. G+C content is38 to 41 mol%.[7]Phylogenetically similar to V. dispar, however V. parvula is catalase negative whereas V. dispar is catalase positive.&nbsp; They can also be differentiated serologically and by DNA/DNA homology (28%).Resistant to streptomycin and vancomycin, which can be used in media for selective enrichment of species of Veillonella.	Commonly detected in&nbsp;the human oral cavity and intestinal tract.&nbsp; Prevalent o&shy;n all oral surfaces [4] and in supragingival and subgingival plaque [4,5,6]	Veillonella parvula tend to be more prevalent in sites without disease, however it has been associated with discitis [3], tonsillitis, spinal osteomyelitis, sepsis, endodontic lesions [1], and coronary heart disease [2]	J Clin Microbiol. 2005 Nov;43(11):5721-32[PID:16272510]|J Clin Microbiol. 2002 Mar;40(3):1001-9[PID:11880430]|J Clin Periodontol. 1998 Feb;25(2):134-44[PID:9495612]|Bergey&#039;s Manual of Systematic Bacteriology 1984; Vol. 1, pp. 681-683.|Oral Microbiol Immunol. 2007 Dec;22(6):390-7[PID:17949342]|Circulation. 2005 Jul 5;112(1):19-24[PID:15983248]|J Clin Microbiol. 2007 Feb;45(2):672-4[PID:17108070]
163	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae[14]	Lachnospiraceae[G-7]	sp. oral taxon 163				AF287769	2	0.01	409	Oral Clone AH153						N/A					
164	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae[14]	Catonella	sp. oral taxon 164				AF385556	10	0.03	280	Oral Clone BR063						N/A					
165	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae[14]	Catonella	morbi				AF385577|DQ003629|X87151	92	0.26	79	Oral Clone EZ006|Oral Clone MB5_P12					SEQF1596	N/A					
166	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae[14]	Johnsonella	sp. oral taxon 166				AF287774	11	0.03	267	Oral Clone CK051						N/A					
167	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	sp. oral taxon 167				AF481224	17	0.05	218	Oral Clone MCE10_265|Oral StrainsGEA8						N/A					
168	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	sp. oral taxon 168				AF287780	2	0.01	409	Oral Clone I070						N/A					
169	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp. oral taxon 169				AF287747	61	0.17	106	Oral Clone AG004					SEQF2359	N/A					
170	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp. oral taxon 170				AF287749	36	0.10	149	Oral Clone AP064					SEQF1849	N/A					
171	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp. oral taxon 171				AF385553|AY349367	73	0.21	95	Oral Clone BL008|Oral Clone JA063|Oral Strain W5536					SEQF1693	N/A					
172	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp. oral taxon 172				AF385504|AF385505	13	0.04	244	Oral Clone CT047|Oral Clone CT068					SEQF2430	N/A					
175	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp. oral taxon 175				AY008314	52	0.15	124	Oral Clone EP005					SEQF1848	N/A					
176	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	naeslundii			JCM 8349|ATCC 12104|NCTC 10301	AB618790	79	0.23	88	Oral Clone EP011					SEQF2386|SEQF1063|SEQF1891	The Oral phylotypes 169, 170, 171, 175, 176, and 688 cluster together and&nbsp;all&nbsp;are probably members of&nbsp;the&nbsp;species Actinomyces naeslundii&nbsp;(a fuzzy group).&nbsp;&nbsp;At this time, the Dewhirst laboratory has not examined whether strains classified as A. naeslundii genospecies 1&nbsp;or 2 fall&nbsp;consistently into particular phylotypes in this cluster.&nbsp; The taxonomy of this group is is discussed in the references [1-3].&nbsp; Over the next year, we will be sequencing a number of actinomyces strains from the Moores&#39; collection, and should be able to clarify these issues.There is a vast literature o&shy;n Actinomyces naeslundii&nbsp;which we will not attempt to review here.	Easily cultivatedMoores&#39; Collection included 34 isolates	Gram positive, non-motile bacillusFacultative anaerobe	Common member of dental plaque	Appears to contribute to periodontal disease.&nbsp; Can be invasive and cause actinomycotic infections throughout the body.&nbsp; 	J Dent Res. 1993 Oct;72(10):1374-85[PID:8408879]|Int J Syst Bacteriol. 1990 Jul;40(3):273-86[PID:2397195]|Int J Syst Bacteriol. 1997 Jan;47(1):46-53[PID:8995800]
177	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp. oral taxon 177				AY008316	10	0.03	280	Oral Clone EP053						N/A					
178	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp. oral taxon 178				AF287750	12	0.03	255	Oral Strain TFI B27SC					SEQF1666	N/A					
179	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	timonensis				AF287748	0	0.00	0	OralsStrain TFI B19SC					SEQF2594	N/A					
180	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp. oral taxon 180				AF287751|AF385522	22	0.06	188	Oral Strain TFI C29KA|Oral Strain TFI Hal-1083					SEQF1647	N/A					
181	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp. oral taxon 181				AF385522	11	0.03	267	Oral Strain TFI Hal-1065					SEQF1948	N/A					
183	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinobaculum	sp. oral taxon 183				AY008311|AY207066	21	0.06	192	Oral Clone EL030|Oral Strain P2P_19					SEQF2310	N/A					
184	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	sp. oral taxon 184				AF287754	0	0.00	0	Oral Strain TFI A43SC						N/A					
185	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	sp. oral taxon 185				AF385527	2	0.01	409	Oral Clone AV005b						N/A					
186	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	sp. oral taxon 186				AF287752	1	0.00	459	Oral Strain TFI C24KA					SEQF1971	N/A					
188	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	aeria				Y13025	21	0.06	192	Oral Clone AP005|Oral Strain TFI-B37KA|Oral Strain TFI-F0184					SEQF1901|SEQF1688	N/A					
189	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Kocuria	sp. oral taxon 189				AF385532	2	0.01	409	Oral Clone AW006						N/A					
190	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arsenicicoccus	sp. oral taxon 190				AF287753	0	0.00	0	Oral Strain TFI-B46KS					SEQF2648	N/A					
191	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	acidifaciens				AF287756	159	0.46	44	Oral Strain TFI-FMA5					SEQF1851|SEQF2583	N/A					
192	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	sp. oral taxon 192				To be submitted	0	0.00	0	Oral Strain TFI-C03KA					SEQF1972	N/A					
193	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	sp. oral taxon 193				To be submitted	1	0.00	459	Oral Strain TFI-MetC3						N/A					
194	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	sp. oral taxon 194				AF287757	1	0.00	459	Oral Clone BN085						N/A					
195	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Scardovia	wiggsiae				AF287758|AY278626	23	0.07	183	Scardovia ge|Oral Clone CX010|Oral Strain KCL-W5934|Oral Strain TFI-A32ED					SEQF1853	N/A					
198	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia	omnicolens			CCUG 31649	NR_042583	0	0.00	0	Oral Strain TFI-Hal-H6-M4					SEQF2451|SEQF2547	N/A					
199	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium	sp. oral taxon 199				AF287760	1	0.00	459	Oral Clone C019					SEQF1949	N/A					
200	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	nucleatum subsp. vincentii				AF287806|AF287810|AF287805|NZ_AABF02000026	469	1.34	11	Oral Clone AJ050|Oral Clone CZ006|Oral Clone R002					SEQF1076	Note: This cluster of sequences includes the sequence for the type strain of Fusobacterium naviforme.&nbsp;The taxonomy and phylogeny of the Fusobacterium nucleatum subspecies and related&nbsp;Fusobacterium periodontium and Fusobacterium naviforme is not well defined. The 16S rRNA sequence information is probably not reliable for putting strains into valid Fusobacterium nucleatum subspecies.					
201	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	periodonticum				AF432130|X55405	53	0.15	123	Oral Clone BS011					SEQF2406|SEQF1160|SEQF2529|SEQF2555	Note: The taxonomy and phylogeny of the Fusobacterium nucleatum subspecies and related&nbsp;Fusobacterium periodontium and Fusobacterium naviforme is not well defined. The 16S rRNA sequence information is probably not reliable for putting strains into valid Fusobacterium nucleatum subspecies.					
202	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	nucleatum subsp. polymorphum				AF366265|AF287812	156	0.45	46	Oral Clone BS019					SEQF1680|SEQF1075	Note: The taxonomy and phylogeny of the Fusobacterium nucleatum subspecies and related&nbsp;Fusobacterium periodontium and Fusobacterium naviforme is not well defined. The 16S rRNA sequence information is probably not reliable for putting strains into valid Fusobacterium nucleatum subspecies.					
203	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp. oral taxon 203				AF287809|AF287815	29	0.08	170	Oral Clone CY024|Oral Clone FV003|Oral Clone I035					SEQF2657	N/A					
205	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp. oral taxon 205				To be submitted	1	0.00	459	Oral Clone FL002						N/A					
210	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichiaceae[G-1]	sp. oral taxon 210				AF287807	1	0.00	459	Oral Clone BB002						N/A					
212	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. oral taxon 212				AY008309	15	0.04	228	Oral Clone Bu064						N/A					
213	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichia	hongkongensis			HKU24	EU919515|AF287811	12	0.03	255	Oral Clone DA065						N/A					
214	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichia	shahii				AF366268	8	0.02	309	Oral Clone DE081					SEQF2501	N/A					
215	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. oral taxon 215				AF385518	17	0.05	218	Oral Clone DR011					SEQF2444	N/A					
217	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. oral taxon 217				AF366276	2	0.01	409	Oral Clone DT031						N/A					
218	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. oral taxon 218				AF385571	4	0.01	365	Oral Clone EI013						N/A					
219	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. oral taxon 219				AF385572	9	0.03	294	Oral Clone EI022						N/A					
220	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichiaceae[G-1]	sp. oral taxon 220				AF385542	47	0.13	133	Oral Clone FB074						N/A					
221	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. oral taxon 221				AF432138	1	0.00	459	Oral Clone FP036						N/A					
222	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichia	wadei				AF287816	50	0.14	127	Leptotrichia wadeii|Oral Strain TFI-A39FD					SEQF1618|SEQF2502	N/A					
223	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. oral taxon 223				AF287814	2	0.01	409	Oral Clone F138						N/A					
224	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichia	hofstadii				AF287813	17	0.05	218	Oral Strain TFI-FAC5					SEQF1601|SEQF2581	N/A					
225	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. oral taxon 225				To be submitted	7	0.02	320	Oral Clone HE052|Oral Strain TFI-FEA2					SEQF2452	N/A					
226	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 226				AF023062	1	0.00	459	Oral Clone G054						N/A					
227	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 227				AF056339	2	0.01	409	Oral Clone BA223						N/A					
228	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 228				AF023054	25	0.07	180	Treponema sp. I:D:T31						N/A					
230	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 230				AF023053|AY005081	13	0.04	244	Oral Clone AF068|Treponema sp. I:F:D13						N/A					
231	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 231				AF023055	21	0.06	192	Treponeme sp. 1:G:T21						N/A					
232	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 232				AF023059	28	0.08	171	Treponema sp. I:J:T19						N/A					
234	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 234				AF023056	10	0.03	280	Treponema sp. I:L:Y1						N/A					
235	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 235				AF023063	3	0.01	387	Treponema sp. I:N:D47						N/A					
236	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 236				AF056338	8	0.02	309	Treponema sp. I:O:AF016						N/A					
237	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 237				AF061349|AF056337|AF061350	42	0.12	142	Treponema sp. I:8:G57|Treponema sp. I:S:AT39|Treponema sp. I:T:AT24						N/A					
238	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 238				AF061347	9	0.03	294	Treponema sp. I:Q:AT20						N/A					
239	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 239				AF061348|AY349416	11	0.03	267	Oral ClonesJU031|Treponema sp. I:R:AF026						N/A					
242	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 242				AF182831	1	0.00	459	Treponema sp. I:V:AU076						N/A					
246	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 246				AF023031	1	0.00	459	Treponema sp. II:C:T1						N/A					
247	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 247				AF023032	27	0.08	176	Treponema sp. II:D:G93						N/A					
249	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 249				AF023037	1	0.00	459	Treponema sp. II:I:C53						N/A					
250	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 250				AF023028	1	0.00	459	Treponema sp. III:A:D24						N/A					
251	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 251				AF056340	14	0.04	236	Treponema sp. III:B:U8A						N/A					
252	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 252				AF056341	2	0.01	409	Treponema sp. III:C:BA213						N/A					
253	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 253				AF182838	6	0.02	332	Treponema sp. 3:D:BQ032						N/A					
254	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 254				AF182836	9	0.03	294	Treponema sp. 3:E:AT013						N/A					
255	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 255				AF182833	1	0.00	459	Treponema sp. III:F:AT004						N/A					
256	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 256				AF182835	5	0.01	343	Treponema sp. 3:G:BB003						N/A					
257	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 257				AF023044	17	0.05	218	Oral Strain Smibert D36ER1|Treponema sp. V:19:D36						N/A					
258	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 258				AF023042	1	0.00	459	Treponema sp. IV:18:C9						N/A					
260	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 260				AF023041	1	0.00	459	Treponema sp. IV:17D:D31						N/A					
262	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 262				AF182834	3	0.01	387	Treponema sp. 5:C:AT040						N/A					
263	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 263				AF182837	5	0.01	343	Treponema sp. 5:22:BH022						N/A					
264	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 264				AF385536	7	0.02	320	Treponema sp. oral clone BZ013						N/A					
265	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 265				AF023046	13	0.04	244	Treponema sp. V:A:U7A						N/A					
268	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 268				AF033303|AY349418	8	0.02	309	Oral Clone IL034|Oral Strain Smibert D120CR-1|Treponema sp. Smibert-5						N/A					
269	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 269				AY005083	0	0.00	0	Oral Strain Smibert D15A-4|Treponema sp. 6:H:D15A-4						N/A					
270	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 270					2	0.01	409	Treponema sp. 9:A:D01						N/A					
271	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	sp. oral taxon 271				AF023043	2	0.01	409	Treponema sp. 10:A:C25						N/A					
272	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Bacteroidaceae	Bacteroidaceae[G-1]	sp. oral taxon 272				AY005066	210	0.60	29	Oral Clone X083|Oral Strain TFI-F0093					SEQF1646	N/A					
273	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Porphyromonadaceae	Porphyromonas	endodontalis				AY005067|AY005068	83	0.24	85	Bacteroides endodontalis|Oral Clone AJ002|Oral Clone BB134					SEQF1033	N/A					
274	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Bacteroidales[F-2]	Bacteroidales[G-2]	sp. oral taxon 274				AY005072	51	0.15	125	Oral Clone AU126 [1-3]|Oral Strain KCL-W5603|Oral Strain TFI-F0058					SEQF1451	Bacteroidetes bacterium Oral taxon 274 strain F0058 has been isolated from a human subject by the Moore&#039;s Laboratory in November 1984. The subject was a 39 year old American black male. The bacteria was isolated from the subgingival oral biofilm at a site with moderate periodontitis. The bacteria was grown in anaerobic conditions. The partial 16S ribosomal RNA gene was deposited to GenBank under the reference FJ577256. The strain is available at www.bei.org under the reference HM-4. This strain is part of the reference strains for the oral section of the Human Microbiome Project. 		Presumptively Gram negativePresumptively anaerobic	26 clones found in libraries from 7 subjectsPresent in 20% of subgingival sites in healthy subjects and 76% of subgingival sites in periodontitis subjects with a prevalence ratio of 3.85 This disease association is higher than that of T. denticola, P. gingivalis or T. forsythensis [2]	Present in 20% of subgingival sites in healthy subjects and 76% of subgingival sites in periodontitis subjects with a prevalence ratio of 3.85 This disease association is higher thatn that of T. denticola, P. gingivalis or T. forsythensis [2]	Oral Dis. 2006 Jul;12(4):371-4[PID:16792721]|J Bacteriol. 2001 Jun;183(12):3770-83[PID:11371542]|J Dent Res. 2003 May;82(5):338-44[PID:12709498]
275	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Porphyromonadaceae	Porphyromonas	sp. oral taxon 275				AF393476	2	0.01	409	Oral Clone AW032						N/A					
277	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Porphyromonadaceae	Porphyromonas	sp. oral taxon 277				AF385555	2	0.01	409	Oral Clone BR037						N/A					
278	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Porphyromonadaceae	Porphyromonas	sp. oral taxon 278				AF385560	5	0.01	343	Oral Clone BS045					SEQF2357	N/A					
279	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Porphyromonadaceae	Porphyromonas	sp. oral taxon 279				AF385516|AY008310	42	0.12	142	Oral Clone CW034|Oral Clone DP023|Oral Strain TFI-F003					SEQF1907	N/A					
280	Bacteria	Bacteroidetes	Bacteroidetes[C-1]	Bacteroidetes[O-1]	Bacteroidetes[F-1]	Bacteroidetes[G-3]	sp. oral taxon 280				AY005071	10	0.03	280	Oral Clone DA064						N/A					
281	Bacteria	Bacteroidetes	Bacteroidetes[C-1]	Bacteroidetes[O-1]	Bacteroidetes[F-1]	Bacteroidetes[G-3]	sp. oral taxon 281				AY005070	54	0.15	118	Oral Clone DA065						N/A					
283	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Porphyromonadaceae	Porphyromonas	catoniae				AF366271|X82823	14	0.04	236	Oral Clone DS033|Oral Strain THI-F0035|Oribaculum catoniae					SEQF1936|SEQF2632	N/A					
284	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Porphyromonadaceae	Porphyromonas	sp. oral taxon 284				AY008313	5	0.01	343	Oral Clone EP003|Oral Strain TFI-F0037						N/A					
285	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Porphyromonadaceae	Porphyromonas	sp. oral taxon 285				AY005069	0	0.00	0	Oral Clone F016						N/A					
286	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Porphyromonadaceae	Tannerella	sp. oral taxon 286				AY008308	16	0.05	224	Oral Clone BU063					SEQF2634|SEQF2635|SEQF2636|SEQF2637|SEQF2638	As the closest Tannerella forsythus, several investigators have attempted to culture this organism--as yet unsuccessfully.					
288	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	oulorum				L16472	13	0.04	244	Bacteroides oulorum|Oral Strain TFI-C08KA|Prevotella oulora					SEQF1691|SEQF2684	N/A					
289	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	maculosa				AY005057|AY005058|EF534315	18	0.05	211	Oral Clone AA016|Oral Clone AA020|Oral Strain KCL-W1609|Prevotella genomosp.|Prevotella genomosp. T3 [1]					SEQF2147|SEQF2508|SEQF2680	N/A					Int J Syst Evol Microbiol. 2007 Dec;57(Pt 12):2936-9[PID:18048753]
291	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	denticola				AY005053|AY005054	61	0.17	106	Bacteroides denticola|Oral Clone AH005|Oral Clone AO036					SEQF2146|SEQF1677|SEQF2563|SEQF2676|SEQF2733	N/A					
292	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 292				AY005060	13	0.04	244	Oral Clone AH125|Oral Clone AU120						N/A					
293	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 293				AY005059	1	0.00	459	Oral Clone AO009						N/A					
296	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 296				AY005062	4	0.01	365	Oral Clone AU069						N/A					
298	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	histicola				AF385551	47	0.13	133	Oral Clone BE073					SEQF1852|SEQF2679	N/A					
299	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 299				AY005064	8	0.02	309	Oral Clone BI027|Oral Strain KCL-W1169|Oral Strain TFI-F0039					SEQF1452	Prevotella sp. oral taxon 299 strain F0039 has been isolated from a human subject by the Moore&#039;s Laboratory in September 1981.  The subject was a 44 years old American white male. The bacteria was isolated from the subgingival oral biofilm at an healthy site. The partial 16S ribosomal RNA gene was deposited to GenBank under the reference FJ577257. The strain is available at www.bei.org under the reference HM-3.  This strain is now part of the reference strains for the oral section of the Human Microbiome Project. 					
